Gene_names	CTRL_4h_1	CTRL_4h_2	CTRL_4h_3	SWTX143_50mpk_4h_1	SWTX143_50mpk_4h_2	SWTX143_50mpk_4h_3
P3H1	512	610	571	315	363	328
C1orf50	37	41	54	41	39	35
LOC105378683	2	6	1	2	4	1
LOC100129924	1	2	3	1	2	0
SVBP	21	42	31	27	36	33
ERMAP	130	236	174	155	151	124
ZNF691	38	57	48	59	41	51
LOC339539	1	1	1	0	3	2
SLC2A1	886	1189	1824	257	261	175
SLC2A1-AS1	1	7	2	1	6	1
FAM183A	0	0	0	0	0	0
EBNA1BP2	347	477	434	316	234	277
MIR6733	0	0	0	0	0	0
CFAP57	11	16	11	18	16	8
TMEM125	0	0	0	0	0	0
C1orf210	1	0	0	0	0	0
TIE1	61	18	16	10	19	23
MPL	1	0	4	0	1	1
CDC20	369	448	343	150	142	190
ELOVL1	566	1043	848	470	391	432
MIR6734	0	0	0	0	0	0
MED8	170	295	252	184	156	171
SZT2	798	1521	1175	978	884	947
MIR6735	0	0	0	0	0	0
HYI	536	978	656	517	510	565
KDM4A	260	517	406	388	336	305
KDM4A-AS1	39	138	65	76	46	53
ST3GAL3	120	181	165	124	139	174
LOC101929592	0	1	0	0	0	0
MIR6079	0	0	0	0	0	0
ARTN	11	16	25	4	11	14
IPO13	369	450	364	330	336	487
DPH2	130	198	172	149	100	121
ATP6V0B	287	458	431	295	279	282
B4GALT2	489	779	625	460	409	414
CCDC24	78	155	94	134	127	112
SLC6A9	100	218	174	111	116	128
KLF17	18	32	33	15	6	11
DMAP1	154	258	215	187	163	191
ERI3	495	488	436	485	498	504
ERI3-IT1	3	7	11	10	13	10
SNORA110	0	0	0	0	0	0
RNF220	301	383	315	338	341	306
MIR5584	0	0	0	0	0	0
TMEM53	8	33	20	9	15	4
C1orf228	1	10	4	3	5	6
KIF2C	172	238	156	93	69	124
RPS8	5587	8977	7684	7232	7700	6113
SNORD55	3	7	3	4	7	5
SNORD46	2	2	4	0	2	2
SNORD38A	3	1	0	4	1	1
SNORD38B	2	3	4	6	1	2
BEST4	8	15	19	28	26	11
PLK3	211	366	312	176	163	177
TCTEX1D4	24	48	27	16	24	10
BTBD19	132	267	213	295	240	245
PTCH2	22	35	24	38	42	29
EIF2B3	95	145	97	82	52	68
HECTD3	297	455	360	341	334	267
UROD	340	563	506	616	538	578
PDP2	84	185	158	143	105	115
ZSWIM5	5	8	3	6	2	3
LINC01144	1	3	2	2	2	6
HPDL	1	1	0	1	1	1
MUTYH	40	59	53	58	60	56
TOE1	81	109	115	89	95	74
TESK2	16	27	26	23	16	10
COL6A5	1	0	1	0	1	0
MMACHC	67	96	96	75	64	48
PRDX1	2455	2573	1930	1921	2063	1517
AKR1A1	264	542	446	298	269	289
NASP	493	616	529	448	375	399
CCDC17	5	13	13	14	12	8
GPBP1L1	430	798	635	556	438	423
RPS15AP10	8	21	16	10	15	9
TMEM69	135	225	191	173	153	123
IPP	77	140	108	104	90	91
MAST2	477	879	650	378	431	398
PIK3R3	59	51	40	37	35	35
LOC101929626	0	0	0	0	0	0
TSPAN1	14	38	45	11	8	16
POMGNT1	526	869	742	683	574	608
LURAP1	0	0	1	1	2	0
RAD54L	130	155	99	73	69	89
LRRC41	666	997	774	664	664	558
UQCRH	237	426	341	295	310	278
NSUN4	117	238	170	138	110	89
FAAH	14	25	14	20	16	15
FAAHP1	1	2	2	2	0	3
LINC01398	0	0	0	0	0	0
DMBX1	1	0	0	0	0	0
MKNK1-AS1	50	92	66	61	53	40
KNCN	0	0	0	0	0	0
MKNK1	231	360	265	232	194	156
MOB3C	112	222	189	144	178	107
ATPAF1	269	402	318	311	248	247
TEX38	1	1	0	1	1	0
EFCAB14-AS1	28	42	34	29	17	28
EFCAB14	676	1111	875	847	667	716
CYP4B1	1	5	2	3	7	6
CYP4Z2P	0	0	0	0	0	0
CYP4A11	0	0	0	0	0	0
CYP4X1	0	1	0	2	1	0
CYP4Z1	0	0	0	0	0	1
CYP4A22	0	0	0	0	0	0
LINC00853	0	0	0	1	1	0
PDZK1IP1	249	327	380	357	365	291
TAL1	0	1	0	0	0	1
STIL	135	189	157	89	67	63
CMPK1	980	1464	1208	781	688	701
LINC01389	3	6	5	7	6	10
FOXE3	0	1	0	0	3	1
FOXD2-AS1	13	21	18	20	13	8
FOXD2	12	21	24	25	30	20
TRABD2B	189	755	635	122	84	76
SKINT1L	0	1	0	0	0	0
SLC5A9	1	5	1	0	2	2
SPATA6	40	21	16	34	31	37
AGBL4	0	0	0	0	0	0
BEND5	2	0	3	14	11	10
LOC101929721	0	0	0	0	0	0
AGBL4-IT1	0	0	0	0	0	0
ELAVL4	0	0	0	0	0	0
DMRTA2	0	0	0	1	0	0
FAF1	377	449	357	319	315	384
CDKN2C	209	405	306	317	326	323
MIR4421	0	0	0	1	0	1
MIR6500	0	0	0	0	0	0
C1orf185	0	0	0	2	1	2
RNF11	673	855	692	795	739	725
TTC39A	6	8	7	14	17	15
TTC39A-AS1	0	0	0	0	0	0
EPS15	268	405	345	334	248	284
OSBPL9	704	778	784	809	886	796
NRDC	1370	1986	1695	1221	1139	1184
MIR761	0	0	0	0	0	0
RAB3B	397	665	441	245	206	246
TXNDC12	412	702	594	586	438	424
KTI12	0	0	0	0	0	0
TXNDC12-AS1	0	2	0	0	0	0
BTF3L4	339	574	459	450	379	429
ZFYVE9	168	220	239	186	149	167
CC2D1B	200	323	270	226	201	214
ORC1	52	76	37	30	17	25
DEF8	201	350	286	228	214	202
CKLF	9	15	12	8	8	4
ZCCHC11	366	460	406	413	377	338
GPX7	25	4	11	6	14	12
FAM159A	0	0	0	0	0	0
COA7	62	82	66	62	45	46
ZYG11B	270	454	384	350	288	309
ZYG11A	3	0	3	2	3	1
ECHDC2	142	289	213	278	246	238
SCP2	486	765	603	643	592	536
MIR1273F	0	0	0	0	0	0
MIR5095	3	4	3	5	4	4
MIR1273G	0	0	0	0	0	0
PODN	55	22	38	35	68	50
SLC1A7	2	1	2	0	3	1
CPT2	105	160	120	127	156	121
C1orf123	141	241	176	197	176	180
MAGOH	157	199	168	144	112	122
LOC100507564	8	12	15	4	2	2
LRP8	89	296	192	26	28	39
LOC105378732	0	0	0	0	0	0
SLC25A3P1	0	0	0	0	0	0
DMRTB1	0	0	0	0	0	0
GLIS1	2	0	0	2	0	1
NDC1	307	493	335	237	193	253
YIPF1	93	199	145	118	80	84
DIO1	4	4	2	2	3	2
HSPB11	130	263	177	155	120	134
LRRC42	276	534	469	355	283	277
LDLRAD1	0	0	0	0	0	0
TMEM59	878	1718	1455	1328	1180	1068
TCEANC2	56	98	66	60	64	68
MIR4781	0	0	0	0	0	0
CDCP2	0	0	1	0	0	0
CYB5RL	30	38	26	45	27	31
MRPL37	278	504	392	328	269	282
SSBP3	402	369	352	570	589	521
SSBP3-AS1	6	7	13	23	16	8
ACOT11	17	21	8	15	16	4
FAM151A	2	4	4	8	1	5
MROH7	1	1	1	3	2	4
MROH7-TTC4	0	2	0	2	3	0
TTC4	1	1	1	0	0	1
PARS2	44	44	48	37	40	31
TTC22	1	2	4	3	3	1
LEXM	0	0	1	0	0	0
DHCR24	1439	6473	4559	379	336	500
TMEM61	1	0	0	0	1	0
BSND	0	0	1	0	0	0
PCSK9	0	0	1	0	0	0
USP24	340	439	408	318	309	354
LOC100507634	3	3	3	1	1	3
MIR4422	0	0	0	0	0	0
PLPP3	222	473	516	294	266	217
LOC101929935	0	0	0	0	0	0
PRKAA2	19	20	11	20	20	38
C1orf168	0	0	0	0	0	0
C8A	0	0	0	0	0	0
C8B	0	0	0	0	0	0
DAB1	1	3	1	3	4	2
DAB1-AS1	0	0	0	0	0	0
OMA1	42	69	51	87	79	63
TACSTD2	0	1	3	1	3	2
MYSM1	259	368	331	386	265	266
JUN	1387	1754	2093	668	730	723
LINC01135	0	0	0	1	0	0
LINC01358	4	3	2	2	0	0
HSD52	3	3	3	0	0	0
FGGY	19	21	23	44	35	27
MIR4711	0	0	0	0	0	0
LOC101926944	0	0	0	0	1	0
CYP2J2	16	19	21	6	6	5
C1orf87	0	0	0	0	0	0
LOC101926964	0	0	0	0	0	0
NFIA-AS2	0	0	0	0	0	0
NFIA	292	543	349	597	646	492
NFIA-AS1	0	0	0	0	0	0
MGC34796	0	0	0	0	0	0
TM2D1	144	334	288	280	239	208
PATJ	205	558	407	619	518	403
MIR3116-1	0	0	0	0	0	0
MIR3116-2	0	0	0	0	0	0
L1TD1	0	1	0	3	0	0
KANK4	86	147	60	552	419	417
USP1	415	601	425	410	301	349
DOCK7	385	392	390	344	332	304
ANGPTL3	1	0	1	0	1	0
ATG4C	60	69	49	48	44	36
LINC00466	0	0	0	0	0	0
FOXD3-AS1	0	0	0	2	0	1
FOXD3	0	1	0	0	0	2
MIR6068	0	0	0	0	0	0
ALG6	101	181	127	167	99	95
ITGB3BP	62	100	75	83	64	66
EFCAB7	29	61	46	72	55	44
DLEU2L	3	2	2	4	3	6
PGM1	632	1673	1454	487	429	616
ROR1	293	830	584	282	217	234
ROR1-AS1	21	19	37	9	8	1
UBE2U	0	0	0	0	1	0
CACHD1	106	107	94	175	177	144
MIR4794	0	0	0	0	0	0
RAVER2	94	187	149	171	141	145
JAK1	1154	1315	1270	855	822	765
LINC01359	1	0	0	1	0	0
MIR3671	0	0	0	0	0	0
MIR101-1	0	0	0	0	0	0
AK4	332	750	627	207	177	218
DNAJC6	74	107	97	145	119	114
LEPROT	577	1230	1009	808	742	673
LEPR	104	175	161	127	101	112
PDE4B	26	18	9	10	21	42
LOC101927139	0	0	0	0	0	0
SGIP1	0	1	3	0	2	7
MIR3117	0	0	0	0	0	0
TCTEX1D1	0	0	0	0	0	0
INSL5	0	0	0	0	0	0
WDR78	31	50	50	64	62	52
MIER1	434	685	562	516	416	442
SLC35D1	155	262	205	162	125	154
C1orf141	0	0	0	0	0	0
IL23R	0	0	0	0	0	1
IL12RB2	1	0	1	1	2	2
SERBP1	2375	2859	2515	2250	2017	2183
GADD45A	618	620	496	353	293	281
GNG12	1847	2675	1915	1563	1319	1416
GNG12-AS1	14	47	29	25	21	25
DIRAS3	7	48	21	38	25	25
WLS	317	716	512	407	420	383
MIR1262	0	0	0	0	0	0
RPE65	0	1	1	0	0	0
DEPDC1	204	262	174	113	73	113
DEPDC1-AS1	0	2	0	0	0	1
LRRC7	5	11	13	47	26	35
PIN1P1	1	0	0	0	0	0
LRRC40	133	173	157	146	94	115
SRSF11	1103	1720	1490	1446	1476	1365
ANKRD13C	380	525	428	363	312	334
HHLA3	38	80	61	76	62	49
CTH	69	134	137	27	30	39
LOC101927244	0	0	0	0	0	0
PTGER3	2	9	11	2	6	2
ZRANB2-AS1	78	130	98	91	60	99
ZRANB2	667	1006	912	916	766	778
MIR186	2	5	9	10	7	13
ZRANB2-AS2	0	1	1	1	0	0
NEGR1	22	21	16	10	11	6
NEGR1-IT1	0	0	0	0	0	0
LINC01360	0	0	0	0	0	0
LRRIQ3	1	0	0	0	0	0
FPGT	96	147	125	112	98	102
FPGT-TNNI3K	0	0	0	0	0	0
TNNI3K	0	0	0	0	0	0
ERICH3	0	0	0	0	0	0
ERICH3-AS1	0	0	0	0	0	0
CRYZ	61	109	74	98	74	74
TYW3	77	157	121	115	81	94
LHX8	9	0	1	0	4	2
SLC44A5	20	30	31	126	93	77
ACADM	152	249	192	207	167	163
DLSTP1	16	15	16	26	14	18
RABGGTB	311	585	422	275	234	246
ZNF420	38	73	46	43	47	49
SNORD45A	3	5	7	5	2	6
SNORD45B	7	6	6	10	3	3
MSH4	4	3	3	2	2	3
ASB17	0	0	0	0	0	0
LOC101927342	0	0	0	0	0	0
ST6GALNAC3	0	0	0	0	0	0
ST6GALNAC5	5	5	6	11	3	11
MIR7156	0	0	0	0	0	0
PIGK	151	198	175	146	128	138
AK5	3	2	0	2	2	3
ZZZ3	268	458	342	323	298	260
USP33	313	423	385	353	292	323
MIGA1	143	231	212	139	141	162
NEXN-AS1	2	3	0	6	1	4
NEXN	28	25	29	28	30	85
FUBP1	794	996	981	722	686	708
DNAJB4	531	768	602	365	377	380
GIPC2	0	0	0	0	0	0
MGC27382	0	0	0	0	0	0
PTGFR	23	86	67	11	11	12
IFI44L	28	51	76	24	16	6
IFI44	168	203	231	148	124	83
ADGRL4	3	1	4	6	6	3
LOC101927412	0	0	0	0	0	0
LOC101927434	0	0	0	0	0	0
ADGRL2	1116	2096	1755	1716	1414	1481
LINC01361	0	0	0	0	0	0
LOC101927587	0	0	0	0	0	0
LOC101927560	0	0	0	0	0	0
TTLL7	34	48	37	39	27	43
PRKACB	313	479	320	302	294	258
SAMD13	0	1	0	0	2	0
UOX	2	0	0	0	0	1
PRDM8	11	3	4	14	9	15
PRDM12	0	2	2	1	1	2
RPF1	147	200	158	158	134	112
GNG5	501	765	597	533	534	519
SPATA1	4	17	6	12	9	2
CTBS	97	142	108	134	108	111
LINC01461	0	1	1	0	0	0
LINC01555	1	1	0	2	0	1
SSX2IP	124	140	101	144	111	93
LPAR3	0	0	0	1	1	0
MCOLN2	3	7	6	5	5	3
MCOLN3	15	27	19	31	37	34
WDR63	4	4	1	6	3	5
MIR4423	0	0	0	0	0	0
SYDE2	18	22	21	17	17	7
C1orf52	90	142	104	112	104	90
BCL10	88	161	129	118	90	93
LOC646626	5	11	7	7	4	5
DDAH1	733	1126	699	456	366	408
CYR61	3699	4389	3230	870	767	839
ZNHIT6	168	238	148	139	114	124
MLIP	0	1	0	1	1	9
COL26A1	5	16	10	23	30	23
ODF2L	48	70	52	53	53	59
MIR7856	0	0	0	0	0	0
CLCA2	59	44	21	82	74	42
CLCA1	0	0	1	1	0	1
CLCA4	0	0	0	0	1	0
LOC105378828	6	16	7	6	11	6
CLCA3P	0	0	0	0	1	2
SH3GLB1	1973	3232	2774	3127	2789	2711
SEP15	1037	1716	1390	1174	951	1012
HS2ST1	436	886	707	880	705	649
LINC01140	3	1	1	6	2	3
LOC101927844	0	0	0	0	0	0
LMO4	711	1109	995	744	865	670
LINC01364	0	0	0	1	0	0
PKN2-AS1	2	7	1	5	5	1
PKN2	519	704	564	553	481	518
GTF2B	112	172	154	111	118	109
KYAT3	44	88	77	87	60	50
RBMXL1	79	120	108	88	83	91
GBP3	700	1340	1376	569	390	382
GBP1	19	15	35	11	5	2
GBP2	27	55	87	16	16	15
GBP7	0	0	0	2	0	0
GBP4	12	9	23	23	17	5
GBP5	5	2	10	1	0	1
LOC729930	0	0	0	0	0	0
GBP6	1	2	9	5	5	3
GBP1P1	0	1	2	0	0	0
LRRC8B	33	39	34	17	9	13
FLJ27354	0	0	0	0	1	0
LRRC8C	57	57	43	34	39	22
LRRC8D	376	569	516	320	257	260
GEMIN8P4	7	4	2	2	2	0
ZNF326	237	308	242	277	260	253
BARHL2	0	0	0	0	0	0
LOC105378853	13	38	27	30	27	23
ZNF644	288	365	352	326	286	290
HFM1	0	0	0	0	0	0
CDC7	95	147	83	59	54	71
TGFBR3	68	136	106	59	54	67
BRDT	0	0	0	1	0	0
EPHX4	0	0	0	0	0	3
SETSIP	4	4	5	10	10	4
BTBD8	2	1	1	5	2	3
KIAA1107	3	14	9	27	20	16
C1orf146	0	0	0	1	1	1
GLMN	61	87	70	60	42	66
RPAP2	104	165	103	111	78	78
GFI1	20	23	18	18	16	24
EVI5	169	184	190	187	162	140
RPL5	3475	4197	4241	3965	3761	3845
FAM69A	58	79	53	120	126	107
SNORD21	0	1	1	1	0	0
SNORA66	0	2	1	1	0	1
MTF2	180	278	251	228	221	245
TMED5	1082	1699	1435	946	773	826
CCDC18	57	71	46	48	46	43
CCDC18-AS1	63	110	105	138	141	98
DR1	297	501	385	263	220	219
FNBP1L	383	418	369	340	316	310
BCAR3	224	351	309	222	202	252
LOC100129046	34	51	36	37	30	33
MIR760	0	0	0	0	1	0
DNTTIP2	140	205	150	102	139	109
GCLM	328	234	166	125	151	118
ABCA4	3	11	5	6	5	1
ARHGAP29	113	220	178	108	106	96
ABCD3	187	229	217	183	168	171
F3	914	897	798	125	112	144
LINC01057	3	6	4	3	4	3
MIR378G	0	0	0	1	0	0
SLC44A3	11	11	9	15	11	12
CNN3	1803	3308	2616	1356	1139	1151
LOC729970	18	53	46	23	16	15
ALG14	45	78	49	62	42	55
LOC101928098	0	1	0	0	0	0
TMEM56	111	174	123	93	93	90
TMEM56-RWDD3	5	5	2	8	3	7
LOC101928118	1	1	1	1	0	0
RWDD3	34	30	36	37	27	22
LOC100996630	0	0	0	0	0	0
FLJ31662	0	0	0	0	0	0
LOC100996635	0	0	0	0	0	0
LOC102723661	0	1	0	0	0	0
LOC101928241	73	106	85	63	57	42
PTBP2	218	234	196	254	276	257
DPYD	64	97	79	197	185	151
DPYD-AS1	4	2	5	12	8	9
DPYD-AS2	0	0	0	0	0	0
MIR137HG	3	2	6	0	1	1
MIR2682	2	0	0	0	0	0
MIR137	0	0	0	0	0	0
LOC729987	2	1	0	0	0	0
SNX7	132	261	174	161	146	126
PLPPR5	0	0	0	0	0	0
LOC100129620	0	0	0	0	0	0
PLPPR4	1	0	3	2	0	4
LOC101928270	0	0	0	0	0	0
PALMD	3	6	10	10	19	17
MIR548AA1	0	0	0	0	0	0
FRRS1	1	0	0	1	2	1
AGL	126	178	163	135	127	160
SLC35A3	298	559	454	276	250	238
MFSD14A	581	1131	908	621	567	567
SASS6	79	105	61	72	49	56
TRMT13	112	168	119	169	137	129
LRRC39	27	59	51	54	56	60
DBT	132	214	167	180	189	153
RTCA-AS1	1	1	3	3	1	3
RTCA	218	389	299	204	183	178
MIR553	1	1	0	1	0	0
CDC14A	23	21	16	46	54	62
GPR88	6	2	0	1	4	0
LINC01349	0	0	0	0	0	0
VCAM1	7	0	6	25	23	12
EXTL2	134	222	193	238	185	218
SLC30A7	356	528	468	309	275	273
DPH5	145	262	200	201	187	171
LOC102606465	26	40	33	37	25	37
LOC101928370	1	1	3	7	5	2
S1PR1	129	98	72	116	137	105
LINC01307	0	0	0	0	0	0
OLFM3	0	0	0	0	0	0
DNAJA1P5	0	0	0	0	0	0
COL11A1	148	9	16	17	29	12
LOC101928436	0	0	0	0	0	0
RNPC3	67	124	97	164	136	142
AMY2B	19	37	35	69	69	58
ACTG1P4	2	2	0	2	0	4
AMY2A	0	0	1	3	10	1
AMY1A	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0
LOC100129138	0	0	0	0	0	0
LOC101928476	0	0	0	0	0	0
PRMT6	88	134	72	96	83	77
NTNG1	192	381	201	313	257	320
VAV3	19	13	15	20	22	21
MIR7852	0	0	0	0	0	0
VAV3-AS1	0	0	0	0	0	0
SLC25A24	340	586	367	407	300	288
NBPF4	0	0	0	0	0	0
NBPF6	0	0	0	0	0	0
FAM102B	144	272	171	370	320	272
HENMT1	0	0	0	0	0	1
PRPF38B	401	536	417	383	436	360
FNDC7	0	0	0	1	0	0
STXBP3	225	258	239	229	198	216
AKNAD1	0	1	1	1	0	0
SPATA42	0	0	0	0	1	0
GPSM2	309	485	395	287	239	296
CLCC1	486	753	647	537	412	461
WDR47	117	189	167	120	126	119
TAF13	67	108	87	18	26	37
TMEM167B	217	348	313	279	218	215
SCARNA2	0	1	1	1	0	0
C1orf194	0	0	0	0	1	0
KIAA1324	30	64	57	12	17	11
SARS	804	1358	1060	644	589	602
CELSR2	423	1133	791	567	461	557
PSRC1	63	82	63	53	52	62
MYBPHL	0	0	2	0	1	0
SORT1	480	796	654	379	319	332
PSMA5	612	605	600	443	474	495
SYPL2	1	2	4	2	9	78
ATXN7L2	49	65	48	55	72	52
CYB561D1	50	98	81	81	81	75
AMIGO1	4	9	5	9	9	12
GPR61	0	0	0	0	0	0
GNAI3	699	833	755	568	481	466
MIR197	0	0	0	0	0	0
GNAT2	4	4	2	3	2	4
AMPD2	683	1001	856	658	642	597
GSTM4	94	233	176	94	87	86
ICAM4	7	14	8	5	3	8
GCKR	0	1	4	0	0	0
GSTM1	2	0	1	0	1	2
GSTM5	71	33	35	44	89	71
GSTM3	114	277	205	138	113	125
EPS8L3	0	1	0	0	0	0
CSF1	874	1211	1400	891	664	560
AHCYL1	1261	1613	1296	1405	1300	1084
STRIP1	234	280	276	244	259	195
ALX3	11	27	22	20	21	24
LINC01397	0	0	4	0	3	0
UBL4B	0	1	1	1	1	2
SLC6A17	19	19	4	21	17	12
KCNC4-AS1	9	10	6	21	22	15
KCNC4	127	222	125	216	193	253
LOC440600	1	1	3	3	3	4
RBM15	47	52	56	45	48	35
SLC16A4	3	15	5	3	7	4
LAMTOR5	227	421	349	272	220	272
LAMTOR5-AS1	3	0	1	1	2	1
PROK1	0	1	0	0	0	0
CYMP	1	0	0	0	0	0
LOC440602	0	0	0	1	0	0
KCNA10	0	0	0	0	0	0
KCNA2	0	1	0	3	0	2
KCNA3	3	2	3	3	4	1
CD53	0	1	1	0	0	0
LRIF1	115	162	120	73	92	67
DRAM2	221	391	347	377	317	287
CEPT1	334	370	305	295	311	271
DENND2D	73	97	79	92	60	63
CHI3L2	84	66	134	106	101	72
CHIAP2	0	0	0	0	0	0
CHIA	0	0	0	0	0	0
PIFO	1	4	1	1	8	2
PGCP1	0	0	0	0	0	0
OVGP1	10	18	22	10	23	11
WDR77	203	297	225	183	116	134
ATP5F1	573	878	711	651	598	597
C1orf162	2	15	14	14	12	12
TMIGD3	0	1	0	1	1	0
ADORA3	1	0	0	0	0	0
LINC01160	0	0	1	0	0	0
RAP1A	701	837	762	600	569	591
FAM212B	232	444	337	130	134	121
FAM212B-AS1	7	12	13	5	7	4
LOC101928718	8	12	5	2	6	6
DDX20	208	403	282	150	119	109
KCND3	127	330	201	104	68	103
KCND3-IT1	0	17	13	0	0	0
KCND3-AS1	0	2	0	0	0	0
LOC643355	12	38	27	9	7	13
CTTNBP2NL	447	744	550	430	348	371
MIR4256	0	1	0	0	0	0
WNT2B	227	735	318	644	561	541
ST7L	433	1149	607	1176	970	895
CAPZA1	1405	2069	1633	1301	1101	1222
MOV10	660	1295	951	1098	880	910
RHOC	1322	2308	1695	1901	1796	1731
PPM1J	13	18	12	38	37	35
FAM19A3	6	3	4	15	17	13
LINC01356	0	2	0	0	0	0
SLC16A1	1576	2962	2005	2547	2291	2203
AKR7A2P1	2	4	2	12	4	5
SLC16A1-AS1	14	31	16	24	15	18
LOC100996251	6	14	9	10	4	11
LRIG2	103	120	104	86	58	77
LOC643441	0	0	0	0	0	0
MAGI3	89	132	96	94	89	85
PHTF1	276	408	305	277	215	228
RSBN1	158	151	201	178	182	173
AP4B1-AS1	38	78	47	39	37	35
PTPN22	2	1	3	0	2	1
BCL2L15	4	1	0	2	2	0
AP4B1	83	116	70	94	76	69
DCLRE1B	135	170	129	109	101	91
HIPK1-AS1	0	0	0	0	0	0
HIPK1	686	782	725	591	557	580
OLFML3	201	91	95	87	144	82
SYT6	0	0	0	0	0	0
TRIM33	489	635	529	525	501	460
BCAS2	233	264	231	201	164	180
DENND2C	8	6	5	11	9	13
AMPD1	0	0	7	4	15	154
NRAS	588	817	658	457	379	397
CSDE1	4815	6183	5539	4787	4399	4832
SIKE1	247	391	306	321	269	218
SYCP1	1	0	0	0	3	0
TSHB	0	0	0	0	0	0
TSPAN2	10	15	12	10	7	12
NGF	6	16	10	6	9	11
VANGL1	304	516	388	257	248	225
CASQ2	0	0	0	0	0	1
NHLH2	0	0	0	0	0	0
LOC101928995	0	0	0	0	0	0
LOC101928977	0	0	0	1	0	0
SLC22A15	14	13	16	9	7	9
MAB21L3	0	0	0	0	0	0
ATP1A1	2783	3636	3012	3515	3089	2721
ATP1A1-AS1	988	1157	1034	1144	942	1007
LOC101929023	0	1	1	0	0	1
CD58	44	106	103	56	53	47
IGSF3	239	334	318	225	224	173
MIR320B1	0	0	0	0	0	0
C1orf137	0	0	0	0	0	0
CD2	0	0	0	0	0	0
PTGFRN	917	1050	862	778	678	733
CD101	11	17	14	9	16	7
LOC101929099	2	5	3	3	5	4
TTF2	159	230	124	90	71	118
MIR942	0	0	0	0	0	1
TRIM45	18	19	26	23	26	23
VTCN1	1	2	2	4	2	5
LINC01525	0	0	0	0	0	0
MAN1A2	260	306	304	230	246	226
LOC100996263	0	0	0	0	0	0
FAM46C	17	37	19	52	70	43
GDAP2	99	145	124	96	82	62
WDR3	263	342	271	218	187	212
SPAG17	14	26	24	22	16	19
TBX15	158	45	93	101	120	213
LOC105378933	0	0	0	0	0	0
WARS2	58	98	92	94	74	73
WARS2-IT1	0	0	0	0	0	0
LOC101929147	30	54	40	43	22	22
HAO2	3	7	7	8	6	4
HAO2-IT1	0	0	0	1	0	0
HSD3B2	3	18	9	27	14	11
HSD3B1	4713	11732	9715	4513	3431	3093
HSD3BP4	11	20	18	53	37	12
LINC00622	5	15	7	16	16	12
ZNF697	66	95	74	69	43	50
PHGDH	364	794	462	1048	928	786
HMGCS2	2	3	7	14	8	13
REG4	0	0	0	0	0	0
NBPF7	0	0	0	0	0	0
ADAM30	0	0	0	0	0	0
NOTCH2	2114	2979	2454	1813	1614	1572
FAM72B	10	19	9	9	12	11
HIST2H2BA	0	0	0	1	0	0
FCGR1B	0	0	0	0	0	0
SRGAP2-AS1	0	0	0	0	1	0
SRGAP2D	0	0	0	0	0	0
SRGAP2B	298	592	387	439	369	389
EMBP1	6	12	5	3	1	1
ANKRD20A12P	6	13	8	9	9	11
LOC102723769	4	6	8	15	8	13
MIR6077	0	0	0	0	0	0
LOC100132057	0	0	0	0	1	0
LINC01138	2	10	10	10	12	7
PPIAL4G	17	4	11	3	10	10
FAM72D	0	0	0	0	0	0
FAM72C	0	0	0	1	0	1
NBPF20	0	0	0	0	0	0
LINC00623	0	0	0	0	0	0
LINC00869	3	3	6	8	5	5
PPIAL4C	0	0	0	0	0	0
PPIAL4A	0	0	0	0	0	0
PFN1P2	10	10	12	15	6	3
NBPF8	25	35	44	21	25	28
NBPF9	3	2	0	2	0	1
PDE4DIP	321	317	268	309	337	451
SEC22B	637	902	692	632	503	500
NOTCH2NL	54	85	66	74	70	61
NBPF25P	12	12	9	14	11	16
NBPF10	14	23	13	22	21	10
LOC101928979	0	1	2	3	1	2
HFE2	0	0	0	1	0	9
TXNIP	2371	4232	3286	4095	4374	3224
POLR3GL	57	99	80	87	74	81
ANKRD34A	20	42	16	28	19	30
LIX1L	279	392	244	278	246	240
RBM8A	471	764	646	496	462	467
GNRHR2	58	87	70	56	54	46
PEX11B	67	123	106	115	113	100
ITGA10	10	26	21	43	31	32
ANKRD35	3	3	4	1	2	7
PIAS3	359	532	477	391	414	340
MIR6736	0	0	0	0	0	0
NUDT17	30	64	41	30	35	26
POLR3C	157	239	196	163	129	125
RNF115	132	185	154	116	167	160
CD160	8	19	14	12	9	3
PDZK1	2	7	8	4	4	7
GPR89A	34	33	20	30	15	23
PDZK1P1	0	0	0	0	0	1
NBPF11	12	5	14	6	7	0
LOC100505824	0	0	0	0	0	0
NBPF12	10	10	8	7	7	11
LOC728989	2	0	4	2	1	4
RNVU1-8	0	0	0	0	0	0
NBPF13P	0	0	0	0	0	0
PRKAB2	137	162	156	94	86	102
PDIA3P1	576	221	289	272	332	247
FMO5	4	5	2	4	3	3
CHD1L	130	249	186	152	91	128
LINC00624	0	0	0	0	0	0
BCL9	185	156	151	262	236	205
ACP6	36	48	37	115	117	83
GJA5	142	879	449	516	294	291
GJA8	0	0	0	0	0	0
GPR89B	8	6	10	6	8	5
LOC101927468	4	5	3	9	1	3
MIR5087	0	0	2	0	1	0
RNVU1-19	0	0	1	0	0	0
PPIAL4E	0	0	0	0	0	0
PPIAL4D	0	0	0	0	0	0
PPIAL4F	0	0	0	0	0	0
NBPF14	0	0	0	0	0	0
NBPF15	171	331	246	173	179	173
LOC101927429	0	0	0	0	0	0
LOC101060524	0	0	0	0	0	0
